CJJ81176_RS00005	b3702	32.599	95	440	467	454	264	9.66e-85
CJJ81176_RS00010	b3701	19.074	100	355	366	367	103	5.53e-26
CJJ81176_RS00015	b3699	48.216	100	769	804	813	711	0.0
CJJ81176_RS00020	b1982	28.571	50	113	484	56	31.6	0.009
CJJ81176_RS00025	b1971	23.649	33	412	334	148	38.9	4.67e-04
CJJ81176_RS00030	b3685	32.381	21	435	553	105	29.6	0.43
CJJ81176_RS00035	b3212	42.661	96	1495	1486	1458	1147	0.0
CJJ81176_RS00040	b2375	24.060	21	573	211	133	36.6	0.002
CJJ81176_RS00045	b3213	32.573	98	481	472	482	231	3.04e-71
CJJ81176_RS00050	b0183	38.068	88	191	198	176	98.6	5.61e-27
CJJ81176_RS00055	b0442	45.455	67	79	123	55	53.5	9.62e-12
CJJ81176_RS00060	b1559	26.804	40	215	250	97	29.3	0.18
CJJ81176_RS00065	b3771	46.382	99	558	616	608	521	0.0
CJJ81176_RS00070	b0287	38.824	52	132	204	85	50.1	3.04e-09
CJJ81176_RS00075	b2291	26.027	35	408	199	146	40.4	6.86e-05
CJJ81176_RS00080	b0444	33.488	94	224	231	215	119	4.03e-34
CJJ81176_RS00085	b1299	27.397	14	508	185	73	28.9	0.64
CJJ81176_RS00090	b0788	46.154	36	55	318	26	21.2	7.6
CJJ81176_RS00095	b1886	27.444	44	592	553	266	86.3	1.19e-18
CJJ81176_RS00100	b3518	49.650	92	304	465	286	271	2.01e-89
CJJ81176_RS00105	b1180	24.434	74	292	219	221	66.6	6.18e-14
CJJ81176_RS00110	b2594	30.000	69	300	326	220	110	5.43e-29
CJJ81176_RS00115	b1131	30.961	58	442	456	281	99.0	2.44e-23
CJJ81176_RS00120	b2234	28.360	99	789	761	811	316	2.22e-97
CJJ81176_RS00125	b1729	31.613	96	461	463	465	198	3.05e-59
CJJ81176_RS00130	b0907	20.732	34	207	362	82	25.4	3.1
CJJ81176_RS00135	b2780	52.778	99	543	545	540	569	0.0
CJJ81176_RS00140	b2892	29.658	93	523	577	526	247	4.83e-76
CJJ81176_RS00145	b2957	53.846	100	348	348	351	329	6.95e-113
CJJ81176_RS00175	b4070	26.744	13	656	478	86	35.4	0.013
CJJ81176_RS00180	b4071	25.658	20	689	188	152	40.8	1.04e-04
CJJ81176_RS00185	b4136	24.627	69	194	565	134	30.8	0.055
CJJ81176_RS00190	b2199	29.787	5	901	245	47	34.7	0.018
CJJ81176_RS00195	b3447	53.308	95	556	580	529	574	0.0
CJJ81176_RS00200	b1133	23.841	12	1244	368	151	29.6	1.3
CJJ81176_RS00205	b2241	30.556	12	294	542	36	31.2	0.093
CJJ81176_RS00210	b3396	28.655	35	480	850	171	63.2	2.02e-11
CJJ81176_RS00215	b2183	18.750	12	513	231	64	30.0	0.26
CJJ81176_RS00220	b0610	39.474	16	233	136	38	29.3	0.13
CJJ81176_RS00225	b2182	29.351	94	403	396	385	188	9.96e-57
CJJ81176_RS00230	b2143	28.889	10	449	294	45	28.5	0.84
CJJ81176_RS00235	b2296	33.333	13	347	400	45	26.9	2.0
CJJ81176_RS00240	b4088	43.333	14	215	311	30	32.0	0.026
CJJ81176_RS00245	b3871	53.974	99	602	607	604	668	0.0
CJJ81176_RS00250	b4159	31.746	60	107	1107	63	24.6	1.9
CJJ81176_RS00250	b4159	28.571	60	107	1107	63	24.3	2.3
CJJ81176_RS00255	b1421	25.758	10	610	546	66	28.1	1.8
CJJ81176_RS00260	b1075	25.269	61	294	231	186	55.8	4.44e-10
CJJ81176_RS00265	b1076	37.313	47	545	402	134	94.4	9.64e-22
CJJ81176_RS00265	b1076	32.231	47	545	402	121	61.6	4.88e-11
CJJ81176_RS00270	b1924	27.273	12	622	468	77	26.6	6.8
CJJ81176_RS00275	b1211	39.286	12	239	360	28	26.2	2.2
CJJ81176_RS09120	b3980	32.000	41	61	394	25	23.1	1.8
CJJ81176_RS00285	b0770	40.909	79	111	477	88	75.1	4.97e-18
CJJ81176_RS00290	b0770	50.000	81	74	477	60	49.7	1.06e-09
CJJ81176_RS00295	b0770	31.148	77	79	477	61	45.4	3.47e-08
CJJ81176_RS00300	b0770	40.000	97	108	477	105	70.9	1.30e-16
CJJ81176_RS00305	b1133	31.956	99	338	368	363	194	4.02e-60
CJJ81176_RS00310	b2795	26.506	76	201	454	166	48.9	6.33e-08
CJJ81176_RS00315	b3980	27.869	45	262	394	122	26.6	2.1
CJJ81176_RS00320	b4328	40.000	18	164	390	30	26.9	0.64
CJJ81176_RS00325	b0544	37.255	18	285	508	51	25.8	4.3
CJJ81176_RS00335	b1946	43.820	32	280	137	89	74.3	1.77e-17
CJJ81176_RS00340	b1945	26.994	89	359	334	326	120	2.49e-32
CJJ81176_RS00345	b1922	32.258	90	230	239	217	119	6.43e-34
CJJ81176_RS00350	b2793	25.806	53	118	181	62	30.0	0.028
CJJ81176_RS00355	b1175	35.057	56	288	270	174	86.7	7.24e-21
CJJ81176_RS00360	b3464	26.794	41	484	497	209	71.2	3.72e-14
CJJ81176_RS00365	b0142	29.134	80	157	159	127	59.7	6.89e-13
CJJ81176_RS00370	b2536	28.378	47	159	379	74	26.6	0.84
CJJ81176_RS00375	b2883	23.762	92	409	439	404	76.6	4.03e-16
CJJ81176_RS00380	b1766	24.889	86	298	618	225	76.3	2.21e-16
CJJ81176_RS00380	b1766	28.481	86	298	618	158	47.4	6.66e-07
CJJ81176_RS00385	b4180	24.000	46	343	243	175	33.1	0.020
CJJ81176_RS09125	b4395	24.194	53	116	215	62	26.2	0.58
CJJ81176_RS09130	b0693	32.500	41	98	732	40	24.6	1.4
CJJ81176_RS00405	b0308	36.792	47	218	231	106	67.4	1.12e-14
CJJ81176_RS00410	b0307	38.312	96	479	475	462	350	2.87e-117
CJJ81176_RS00415	b0306	34.025	96	246	239	241	141	2.00e-42
CJJ81176_RS00420	b3603	53.957	98	560	551	556	552	0.0
CJJ81176_RS00425	b3744	28.169	38	189	330	71	25.4	2.7
CJJ81176_RS00430	b1312	25.000	27	265	280	72	27.3	1.1
CJJ81176_RS00435	b2809	47.619	8	268	75	21	24.6	2.8
CJJ81176_RS00440	b3013	52.381	27	77	308	21	25.0	0.65
CJJ81176_RS00445	b0733	44.701	96	520	522	519	418	1.03e-142
CJJ81176_RS00450	b0734	27.806	99	374	379	392	120	1.37e-31
CJJ81176_RS00460	b2840	44.643	97	231	230	224	223	6.41e-75
CJJ81176_RS00465	b2580	47.465	93	231	229	217	221	5.20e-74
CJJ81176_RS00470	b4139	57.940	99	468	478	466	551	0.0
CJJ81176_RS00475	b4138	53.394	99	445	433	442	410	3.26e-142
CJJ81176_RS00480	b3233	38.235	8	453	132	34	28.5	0.47
CJJ81176_RS00485	b1250	35.484	25	122	417	31	27.3	0.32
CJJ81176_RS00490	b1677	40.000	16	207	78	35	28.9	0.055
CJJ81176_RS00495	b3509	27.907	19	445	108	86	32.0	0.023
CJJ81176_RS00500	b2291	22.881	29	400	199	118	25.8	4.1
CJJ81176_RS00505	b3186	40.777	100	102	103	103	79.7	7.96e-22
CJJ81176_RS00510	b3185	65.854	96	84	85	82	100	1.07e-30
CJJ81176_RS00515	b3183	44.083	94	356	390	338	232	3.60e-74
CJJ81176_RS00520	b0242	33.071	98	251	367	254	117	6.20e-32
CJJ81176_RS00525	b3288	37.500	97	305	315	304	194	5.21e-61
CJJ81176_RS00530	b3973	31.852	59	217	321	135	58.2	4.21e-11
CJJ81176_RS00535	b1175	23.636	100	261	270	275	60.1	1.31e-11
CJJ81176_RS00540	b1365	27.500	28	278	87	80	29.3	0.072
CJJ81176_RS00545	b1214	35.185	38	141	269	54	25.8	1.0
CJJ81176_RS00550	b3736	26.214	61	170	156	103	30.4	0.031
CJJ81176_RS00555	b3735	31.579	44	173	177	76	41.6	6.34e-06
CJJ81176_RS00560	b3734	56.360	99	501	513	511	594	0.0
CJJ81176_RS00565	b3733	31.757	99	294	287	296	163	8.71e-50
CJJ81176_RS00570	b3732	69.913	99	465	460	462	657	0.0
CJJ81176_RS00575	b3731	29.907	83	129	139	107	52.8	9.92e-11
CJJ81176_RS00580	b3006	37.037	58	184	244	108	66.6	1.30e-14
CJJ81176_RS00585	b3005	30.709	96	129	141	127	65.5	1.79e-15
CJJ81176_RS00590	b3857	28.846	20	259	194	52	27.3	0.73
CJJ81176_RS00595	b0740	19.651	56	402	430	229	50.4	1.01e-07
CJJ81176_RS00600	b0741	35.714	96	165	173	168	97.4	3.88e-27
CJJ81176_RS00605	b0742	21.226	67	315	263	212	40.8	5.68e-05
CJJ81176_RS00610	b3349	33.557	77	191	196	149	81.3	2.16e-20
CJJ81176_RS00615	b1092	36.364	95	306	309	297	151	1.08e-44
CJJ81176_RS00620	b0159	37.118	99	229	232	229	131	9.99e-39
CJJ81176_RS00625	b1344	32.500	95	251	311	240	138	1.91e-40
CJJ81176_RS00630	b3095	22.115	60	173	220	104	30.4	0.049
CJJ81176_RS00635	b2385	28.889	22	204	361	45	27.7	0.51
CJJ81176_RS00640	b0659	38.298	68	134	155	94	61.2	9.12e-14
CJJ81176_RS00645	b4074	29.870	18	417	552	77	35.0	0.008
CJJ81176_RS00650	b3260	38.710	97	305	321	310	194	2.52e-61
CJJ81176_RS00655	b1137	26.490	39	328	221	151	30.4	0.11
CJJ81176_RS00660	b0145	26.549	94	120	151	113	51.6	2.98e-10
CJJ81176_RS00665	b0636	34.000	64	149	155	100	67.4	6.71e-16
CJJ81176_RS00670	b2316	52.988	90	280	304	251	280	3.46e-95
CJJ81176_RS00675	b2533	35.616	30	240	267	73	52.8	3.10e-09
CJJ81176_RS00680	b0177	23.892	99	739	810	812	216	5.26e-61
CJJ81176_RS00685	b2600	21.154	74	275	373	208	44.7	3.02e-06
CJJ81176_RS00690	b1856	28.736	19	457	440	87	48.9	3.92e-07
CJJ81176_RS00695	b0096	41.581	97	294	305	291	244	7.95e-81
CJJ81176_RS00700	b1807	28.125	45	133	231	64	35.4	4.59e-04
CJJ81176_RS00705	b0003	27.143	90	292	310	280	96.3	4.28e-24
CJJ81176_RS00710	b2709	28.261	48	85	504	46	24.6	0.91
CJJ81176_RS00715	b3168	48.500	69	871	890	600	546	0.0
CJJ81176_RS00720	b3371	45.833	20	120	340	24	24.3	3.0
CJJ81176_RS00725	b3170	40.909	76	140	150	110	84.7	9.43e-23
CJJ81176_RS00730	b4346	39.773	42	631	298	176	108	3.87e-27
CJJ81176_RS00730	b4346	30.631	42	631	298	111	52.4	3.73e-08
CJJ81176_RS09135	b2963	35.897	25	156	359	39	26.6	0.93
CJJ81176_RS00735	b3925	25.373	22	292	336	67	28.9	0.35
CJJ81176_RS00740	b1859	24.498	93	267	261	249	87.8	1.54e-21
CJJ81176_RS00745	b1858	31.553	72	284	251	206	116	3.30e-32
CJJ81176_RS00750	b1857	24.706	83	296	310	255	105	2.29e-27
CJJ81176_RS00755	b4355	28.881	34	659	551	277	101	1.91e-23
CJJ81176_RS00760	b2662	26.389	12	593	426	72	33.5	0.045
CJJ81176_RS00765	b0888	40.439	98	312	321	319	209	8.21e-67
CJJ81176_RS00770	b3781	46.667	98	104	109	105	104	1.04e-31
CJJ81176_RS00775	b3148	24.272	90	112	131	103	42.0	8.08e-07
CJJ81176_RS00780	b0002	31.349	54	415	820	252	75.5	1.60e-15
CJJ81176_RS00785	b2379	53.030	99	400	412	396	452	1.96e-159
CJJ81176_RS00790	b3162	20.833	36	268	629	96	27.7	1.1
CJJ81176_RS00795	b2520	27.068	41	312	1653	133	32.3	0.050
CJJ81176_RS00800	b4180	25.217	96	227	243	230	73.6	8.74e-17
CJJ81176_RS00805	b3146	35.125	99	274	286	279	142	8.31e-42
CJJ81176_RS00810	b3936	46.970	98	66	70	66	73.6	1.71e-20
CJJ81176_RS00815	b2946	25.676	92	218	243	222	52.4	2.68e-09
CJJ81176_RS00820	b1616	36.364	15	135	457	22	23.5	7.0
CJJ81176_RS00825	b4689	27.143	50	141	84	70	26.6	0.26
CJJ81176_RS00830	b2765	28.125	33	193	121	64	35.4	6.15e-04
CJJ81176_RS00835	b2777	29.921	50	247	223	127	57.0	1.05e-10
CJJ81176_RS00840	b0781	31.861	94	320	329	317	178	8.66e-55
CJJ81176_RS00845	b2340	29.545	26	171	161	44	24.6	3.0
CJJ81176_RS00850	b3078	28.000	30	165	477	50	25.8	1.7
CJJ81176_RS00855	b4040	22.124	77	294	290	226	58.2	1.12e-10
CJJ81176_RS00860	b4171	28.269	92	289	316	283	108	1.49e-28
CJJ81176_RS00865	b1821	38.378	98	187	188	185	130	2.19e-39
CJJ81176_RS00875	b2963	35.897	65	60	359	39	25.8	0.19
CJJ81176_RS00880	b1656	57.949	89	220	193	195	227	6.44e-77
CJJ81176_RS09140	b1430	37.143	15	230	197	35	29.6	0.13
CJJ81176_RS00895	b3281	30.357	13	401	272	56	29.3	0.37
CJJ81176_RS00900	b0855	39.331	74	302	377	239	174	1.26e-52
CJJ81176_RS00905	b2424	21.429	25	538	277	140	52.0	3.40e-08
CJJ81176_RS00910	b0068	24.080	82	334	327	299	42.4	2.58e-05
CJJ81176_RS00915	b2578	44.444	47	38	195	18	22.7	0.94
CJJ81176_RS00920	b0377	42.657	88	399	406	286	215	6.09e-67
CJJ81176_RS00920	b0377	29.231	88	399	406	65	41.2	9.15e-05
CJJ81176_RS00925	b4218	23.185	94	452	447	427	153	1.51e-42
CJJ81176_RS00930	b1838	28.750	20	394	218	80	39.7	1.30e-04
CJJ81176_RS00935	b4108	54.412	99	69	111	68	75.9	8.17e-21
CJJ81176_RS00940	b2832	53.814	99	239	237	236	222	3.09e-74
CJJ81176_RS00945	b2500	38.095	99	188	212	189	123	2.17e-36
CJJ81176_RS00950	b4167	30.679	83	456	515	427	134	2.93e-35
CJJ81176_RS00955	b4196	26.271	42	232	216	118	31.6	0.035
CJJ81176_RS00960	b3765	33.400	97	501	506	497	278	8.23e-89
CJJ81176_RS00965	b3287	38.182	94	175	169	165	112	7.48e-33
CJJ81176_RS00970	b0437	68.085	97	194	207	188	281	1.23e-98
CJJ81176_RS00975	b0436	29.730	91	444	432	407	165	3.52e-47
CJJ81176_RS00980	b2153	44.099	83	190	222	161	116	1.68e-33
CJJ81176_RS00985	b1941	43.765	90	461	457	425	322	3.82e-107
CJJ81176_RS00990	b2312	37.580	100	445	505	471	304	1.79e-99
CJJ81176_RS00995	b0031	39.544	99	242	273	263	170	3.74e-53
CJJ81176_RS01000	b0892	32.454	89	393	447	379	194	1.36e-58
CJJ81176_RS01005	b1763	29.412	11	375	653	51	29.3	0.49
CJJ81176_RS01010	b2697	30.769	68	115	876	78	27.3	0.23
CJJ81176_RS01015	b0193	40.909	23	190	274	44	33.5	0.005
CJJ81176_RS01020	b3319	29.630	24	114	201	27	23.1	5.7
CJJ81176_RS01025	b3063	27.358	21	448	487	106	27.7	1.6
CJJ81176_RS01030	b2484	30.137	8	665	479	73	27.3	3.5
CJJ81176_RS01035	b3057	44.074	94	267	273	270	203	7.73e-66
CJJ81176_RS01040	b1719	42.786	99	602	642	603	501	2.93e-172
CJJ81176_RS01045	b1718	43.293	95	172	180	164	114	1.01e-33
CJJ81176_RS01050	b1347	28.358	17	363	69	67	30.0	0.041
CJJ81176_RS09145	b0032	39.583	4	1150	382	48	29.6	1.1
CJJ81176_RS01085	b3958	37.463	96	342	334	339	202	9.74e-64
CJJ81176_RS01090	b2434	28.346	84	148	141	127	63.2	2.15e-14
CJJ81176_RS01095	b2818	23.129	99	281	443	294	88.2	1.03e-20
CJJ81176_RS01100	b1748	36.340	97	395	406	388	281	9.87e-93
CJJ81176_RS01105	b2743	35.294	97	209	208	204	143	4.18e-44
CJJ81176_RS01110	b3279	41.011	98	182	184	178	159	4.72e-51
CJJ81176_RS01115	b3618	32.584	18	457	285	89	30.0	0.26
CJJ81176_RS01120	b2235	26.039	97	340	376	361	127	1.38e-34
CJJ81176_RS01125	b2515	45.000	15	136	372	20	25.0	2.3
CJJ81176_RS01130	b0469	35.714	21	202	183	42	34.3	0.002
CJJ81176_RS01135	b0172	40.217	98	187	185	184	160	1.53e-51
CJJ81176_RS01140	b3175	27.273	85	123	110	110	39.3	5.95e-06
CJJ81176_RS01145	b0970	35.065	98	231	219	231	87.0	6.40e-22
CJJ81176_RS01150	b0339	40.099	96	211	219	202	170	1.87e-54
CJJ81176_RS01155	b1330	33.203	41	627	343	256	134	1.93e-35
