CJJ81176_RS00005	SL1344_RS19760	32.080	95	440	466	452	261	2.75e-83
CJJ81176_RS00010	SL1344_RS19755	19.346	100	355	366	367	105	2.58e-26
CJJ81176_RS00015	SL1344_RS19745	48.771	100	769	804	814	713	0.0
CJJ81176_RS00020	SL1344_RS15510	23.684	34	113	187	38	28.1	0.11
CJJ81176_RS00025	SL1344_RS17445	24.409	57	412	334	254	40.4	1.46e-04
CJJ81176_RS00030	SL1344_RS15075	21.585	73	435	498	366	29.3	0.74
CJJ81176_RS00035	SL1344_RS17205	42.455	96	1495	1486	1458	1151	0.0
CJJ81176_RS00040	SL1344_RS10245	25.641	13	573	171	78	31.6	0.095
CJJ81176_RS00045	SL1344_RS17210	31.743	98	481	472	482	224	1.61e-68
CJJ81176_RS00050	SL1344_RS01165	38.636	88	191	198	176	100	1.53e-27
CJJ81176_RS00055	SL1344_RS02315	47.273	67	79	124	55	53.9	7.06e-12
CJJ81176_RS00060	SL1344_RS09625	32.812	27	215	194	64	27.7	0.55
CJJ81176_RS00065	SL1344_RS20090	47.126	99	558	616	609	529	0.0
CJJ81176_RS00070	SL1344_RS02585	41.935	23	132	804	31	30.0	0.045
CJJ81176_RS00075	SL1344_RS11965	25.641	37	408	199	156	39.3	1.82e-04
CJJ81176_RS00080	SL1344_RS02325	33.953	94	224	231	215	123	1.25e-35
CJJ81176_RS00085	SL1344_RS09315	28.947	15	508	204	76	37.4	0.001
CJJ81176_RS00090	SL1344_RS10240	38.462	47	55	76	26	21.9	2.6
CJJ81176_RS00095	SL1344_RS18435	27.241	46	592	547	290	99.8	5.90e-23
CJJ81176_RS00100	SL1344_RS19665	49.650	92	304	466	286	268	6.78e-88
CJJ81176_RS00105	SL1344_RS01695	28.620	100	292	292	297	118	2.04e-32
CJJ81176_RS00110	SL1344_RS13670	28.807	76	300	326	243	103	2.48e-26
CJJ81176_RS00115	SL1344_RS06085	32.028	58	442	456	281	98.2	4.47e-23
CJJ81176_RS00120	SL1344_RS11690	28.607	99	789	761	811	318	3.31e-98
CJJ81176_RS00125	SL1344_RS06560	31.263	96	461	463	467	194	1.09e-57
CJJ81176_RS00130	SL1344_RS05695	32.727	27	207	350	55	24.6	5.5
CJJ81176_RS00135	SL1344_RS15275	54.104	98	543	545	536	578	0.0
CJJ81176_RS00140	SL1344_RS15735	30.920	91	523	577	511	253	6.53e-78
CJJ81176_RS00145	SL1344_RS16065	53.846	100	348	348	351	325	1.99e-111
CJJ81176_RS00175	SL1344_RS21950	26.744	13	656	478	86	35.8	0.011
CJJ81176_RS00180	SL1344_RS21955	26.000	20	689	188	150	42.0	3.89e-05
CJJ81176_RS00185	SL1344_RS22195	36.111	19	194	567	36	29.6	0.13
CJJ81176_RS00190	SL1344_RS21970	33.962	6	901	740	53	35.4	0.024
CJJ81176_RS00195	SL1344_RS18305	51.585	99	556	580	568	585	0.0
CJJ81176_RS00200	SL1344_RS23055	22.527	22	1244	1225	182	47.8	6.16e-06
CJJ81176_RS00200	SL1344_RS23055	29.000	22	1244	1225	100	36.6	0.013
CJJ81176_RS00205	SL1344_RS05115	24.468	32	294	177	94	27.3	1.1
CJJ81176_RS00210	SL1344_RS18025	28.070	35	480	850	171	59.7	2.95e-10
CJJ81176_RS00215	SL1344_RS11415	21.875	12	513	231	64	31.2	0.15
CJJ81176_RS00220	SL1344_RS12370	34.211	16	233	729	38	26.9	1.6
CJJ81176_RS00225	SL1344_RS11410	28.288	99	403	396	403	186	8.10e-56
CJJ81176_RS00230	SL1344_RS10660	29.032	7	449	434	31	26.9	3.7
CJJ81176_RS00235	SL1344_RS18875	32.000	14	347	274	50	27.3	1.6
CJJ81176_RS00240	SL1344_RS17290	33.333	13	215	132	27	26.2	1.2
CJJ81176_RS00245	SL1344_RS20595	54.215	99	602	607	605	672	0.0
CJJ81176_RS00250	SL1344_RS12025	35.000	37	107	147	40	26.9	0.21
CJJ81176_RS00255	SL1344_RS13060	25.926	15	610	347	108	29.6	0.70
CJJ81176_RS00260	SL1344_RS05795	24.638	68	294	232	207	58.2	6.76e-11
CJJ81176_RS00265	SL1344_RS05800	33.871	56	545	403	186	97.4	1.10e-22
CJJ81176_RS00265	SL1344_RS05800	33.058	56	545	403	121	62.4	2.57e-11
CJJ81176_RS00270	SL1344_RS01760	27.632	12	622	247	76	29.3	0.82
