b0001	SL1344_RS00005	85.714	100	21	21	21	19.6	2.6
b0002	SL1344_RS00010	94.512	100	820	820	820	1574	0.0
b0003	SL1344_RS00015	93.506	99	310	309	308	599	0.0
b0004	SL1344_RS00020	93.458	100	428	428	428	804	0.0
b0005	SL1344_RS12355	68.000	51	98	108	50	72.4	5.89e-19
b0006	SL1344_RS00025	86.381	99	258	257	257	463	1.44e-168
b0007	SL1344_RS00030	76.261	100	476	476	476	748	0.0
b0008	SL1344_RS00035	94.637	100	317	317	317	627	0.0
b0009	SL1344_RS00040	91.667	98	195	196	192	359	1.42e-129
b0010	SL1344_RS00045	90.426	100	188	188	188	340	2.21e-122
b0011	SL1344_RS00050	87.342	100	237	237	237	379	3.21e-136
b0012	SL1344_RS06080	26.250	42	161	223	80	24.6	3.9
b0013	SL1344_RS00055	81.343	100	134	134	134	231	5.66e-81
b0014	SL1344_RS00060	96.865	100	638	638	638	1252	0.0
b0015	SL1344_RS00065	94.723	100	376	379	379	713	0.0
b0016	SL1344_RS15590	32.836	18	370	420	67	30.4	0.23
b0018	SL1344_RS24460	31.111	65	69	50	45	32.0	3.51e-04
b4412	SL1344_RS24460	31.111	90	50	50	45	32.0	2.24e-04
b0019	SL1344_RS00200	92.987	99	388	388	385	691	0.0
b0020	SL1344_RS00205	92.905	98	301	299	296	582	0.0
b0021	SL1344_RS25655	58.824	10	167	28	17	26.2	0.16
b0022	SL1344_RS27570	40.299	74	91	67	67	65.1	1.24e-16
b0023	SL1344_RS00220	97.701	100	87	87	87	166	1.04e-56
b0024	SL1344_RS00225	71.429	97	72	71	70	92.8	7.60e-28
b0025	SL1344_RS00230	89.968	99	313	312	309	564	0.0
b0026	SL1344_RS00235	86.984	100	938	944	945	1713	0.0
b0027	SL1344_RS00240	91.463	100	164	166	164	305	3.05e-109
b0028	SL1344_RS00245	91.946	100	149	149	149	281	4.60e-100
b0029	SL1344_RS00250	93.671	100	316	316	316	611	0.0
b0030	SL1344_RS00260	80.066	99	304	306	301	481	3.38e-174
b0031	SL1344_RS00325	90.110	100	273	273	273	497	0.0
b0032	SL1344_RS00335	94.764	100	382	382	382	759	0.0
b0033	SL1344_RS00340	98.229	100	1073	1075	1073	2170	0.0
b0034	SL1344_RS00345	76.336	100	131	131	131	209	1.88e-72
b0035	SL1344_RS00350	85.128	99	196	198	195	348	2.47e-125
b0036	SL1344_RS00355	93.487	100	261	261	261	499	0.0
b0037	SL1344_RS00360	84.913	100	517	517	517	931	0.0
b0038	SL1344_RS00365	94.815	100	405	405	405	791	0.0
b0039	SL1344_RS00370	97.632	100	380	380	380	778	0.0
b0040	SL1344_RS00375	96.230	100	504	505	504	987	0.0
b0041	SL1344_RS00385	87.891	100	256	256	256	448	8.11e-163
b0042	SL1344_RS00390	84.345	100	313	313	313	557	0.0
b0043	SL1344_RS00395	88.785	100	428	428	428	787	0.0
b0044	SL1344_RS00400	88.421	100	95	95	95	183	4.69e-63
b0045	SL1344_RS00405	86.333	99	443	446	439	764	0.0
b0046	SL1344_RS00435	87.500	100	176	176	176	330	8.66e-119
b0047	SL1344_RS00440	90.307	99	620	620	619	1126	0.0
b0048	SL1344_RS00445	97.484	100	159	159	159	328	1.13e-118
b0049	SL1344_RS00450	93.190	99	280	282	279	545	0.0
b0050	SL1344_RS00455	94.400	100	125	125	125	242	1.44e-85
b0051	SL1344_RS00460	94.872	100	273	273	273	541	0.0
b0052	SL1344_RS00465	93.009	100	329	329	329	619	0.0
b0053	SL1344_RS00470	91.355	100	428	428	428	794	0.0
b0054	SL1344_RS00475	90.967	100	784	786	786	1508	0.0
b0055	SL1344_RS00480	95.572	100	271	270	271	537	0.0
b0056	SL1344_RS24700	27.523	50	216	279	109	32.0	0.027
b0057	SL1344_RS21520	35.000	77	52	179	40	21.6	4.5
b0058	SL1344_RS00485	95.434	100	219	219	219	440	1.01e-160
b0059	SL1344_RS00490	93.079	100	968	968	968	1874	0.0
b0060	SL1344_RS00495	89.911	100	783	783	783	1483	0.0
b0061	SL1344_RS00510	96.537	100	231	231	231	470	2.72e-172
b0062	SL1344_RS00515	95.600	100	500	500	500	1009	0.0
b0063	SL1344_RS00520	91.652	97	566	569	551	1036	0.0
b0064	SL1344_RS00525	92.527	96	292	281	281	552	0.0
b0065	SL1344_RS00530	89.328	99	254	255	253	436	4.76e-158
